Index,Author,Compound,Tech,RL_inf,Influent,RL_eff,Effluent,Type,,,,,,,,
15,Zorita,Ciprofloxacin,Sand Filter,4.9,320,4.9,31.5,Antibiotic,,,,,,,,
3,Sim,Naproxen,Chlorine,12,487,12,48,Anti-inflammatory,,,,,,,,
23,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,11970,,1180,Fragrance,,,,,,,,
2,Margot,Azithromycin,"Powdered Activated Carbon, Ultrafiltration",75.6,2272,75.6,224.4,Antibiotic,,,,,,,,
7,Oliveira,Triclosan,UV,,1110,,110,Antifungal,,,,,,,,
1,Kim,Norfloxacin,Membrane Bioreactor,15,656,60,65.5,Antibiotic,,,,,,,,
37,Matamoros,Ketoprofen,Constructed Wetland,,1790,,179,Anti-inflammatory,,,,,,,,
37,Matamoros,Oxybenzone,Constructed Wetland,,3350,,335,UV filter/sunscreen,,,,,,,,
38,Knopp,Erythromycin,Ozone,25,400,25,40,Antibiotic,,,,,,,,
2,Margot,Terbutryn,"Powdered Activated Carbon, Ultrafiltration",0.1,38,0.1,3.8,Pesticide,,,,,,,,
39,Estrada-Arriaga,Testosterone,UV - ClO2,2.49,24.9,2.49,2.49,Hormone,,,,,,,,
8,Rodriguez-Mozaz,Atenolol,UV,8.6,1237.5,1.2,125,Beta-Blocker,,,,,,,,
25,Carmona,Salicylic acid,"Filtration, UV",10,295,1,30,Topical Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,740,Fragrance,,,,,,,,
5,Li,Sulfadiazine,Chlorine,,10.8,,1.1,Antibiotic,,,,,,,,
38,Knopp,Gabapentin∗,"Biofilter, ae",25,15700,25,1600,Anticonvulsant,,,,,,,,
2,Margot,Metronidazole,"Powdered Activated Carbon, Ultrafiltration",21,1168,21,119.07,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,MCPA,RO,6.7,29,1.8,3,Herbicide,,,,,,,,
2,Margot,Naproxen,"Powdered Activated Carbon, Ultrafiltration",9.4,697,9.4,72.2,Anti-inflammatory,,,,,,,,
1,Kim,Ciprofloxacin,Membrane Bioreactor,6,1380,24,143,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Furosemide,UV,24.96,514,24.96,53.4,Diuretic,,,,,,,,
38,Knopp,Iomeprol,Ozone,25,16200,25,1700,Iodinated contrast medium,,,,,,,,
13,Kosma,Caffeine,"Anarobic/Anoxic tanks, Sand filter, Chlorine",14.5,74900,14.5,7900,Stimulant,,,,,,,,
39,Estrada-Arriaga,2-Hydroxy-ibuprofen,UV - ClO2,171,1620,171,171,Drug Metabolite,,,,,,,,
21,Le-Minh,N4-Acetyl Sulfamethazine,UV,,445,,47,Drug Metabolite,,,,,,,,
1,Kim,Betamethasone,Membrane Bioreactor,1.5,16.6,6,1.77,Steroid,,,,,,,,
2,Margot,Azithromycin,"Ozone, Sand Filter",75.6,2272,75.6,243.1,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,17010,,1830,Anti-inflammatory,,,,,,,,
7,Oliveira,Hydroxybuproprion,UV,,740,,80,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Trimethoprim,UV,0.9,1470,0.9,160,Antibiotic,,,,,,,,
1,Kim,Ciprofloxacin,Membrane Bioreactor,6,1240,24,135,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Ciprofloxacin,UV,13.2,1860,13.2,203,Antibiotic,,,,,,,,
37,Matamoros,Ibuprofen,Constructed Wetland,,1950,,214.5,Anti-inflammatory,,,,,,,,
11,Dolar,Ranitidine,MBR,3.25,485,3.25,53.35,Antihistamine,,,,,,,,
23,Hijosa-Valsero,Caffeine,Constructed Wetland,,6250,,690,Stimulant,,,,,,,,
1,Kim,4-Epitetracycline,Membrane Bioreactor,6,79.7,24,8.8,Antibiotic,,,,,,,,
1,Kim,Digoxin,Membrane Bioreactor,24,64.1,6,7.09,Antiarrhythmic,,,,,,,,
11,Dolar,Nadolol,RO,4.54,41,4.54,4.54,Beta-Blocker,,,,,,,,
1,Kim,Digoxin,Membrane Bioreactor,24,59.2,6,6.57,Antiarrhythmic,,,,,,,,
7,Oliveira,Phenobarbital,UV,,90,,10,Barbiturates,,,,,,,,
7,Oliveira,Zolpidem phenyl-4-carboxilic acid,UV,,90,,10,Drug metabolite,,,,,,,,
30,Hijosa-Valsero,Salicylic acid ,Constructed Wetland,,15900,,1770,Topical Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,430,Fragrance,,,,,,,,
1,Kim,Amitriptyline,Membrane Bioreactor,1.2,149,0.3,16.7,Antidepressant,,,,,,,,
3,Sim,Lincomycin,SF,18,213,18,24,Antibiotic,,,,,,,,
22,Li,Difloxacin,UF,0.1,2.39,0.1,0.27,Antibiotic,,,,,,,,
11,Dolar,Nadolol,MBR,4.54,41,4.54,4.65,Beta-Blocker,,,,,,,,
23,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,17010,,1930,Anti-inflammatory,,,,,,,,
2,Margot,Ketoprofen,"Powdered Activated Carbon, Ultrafiltration",6,1119,6,127.11,Anti-inflammatory,,,,,,,,
7,Oliveira,Nifedipine,UV,,440,,50,Antihypertensive,,,,,,,,
8,Rodriguez-Mozaz,Sulfamethoxazole,MF,10,487.5,2.1,55.5,Antibiotic,,,,,,,,
1,Kim,Ciprofloxacin,Membrane Bioreactor,6,1200,24,137,Antibiotic,,,,,,,,
38,Knopp,Gabapentin∗,Biofilter,25,15700,25,1800,Anticonvulsant,,,,,,,,
23,Hijosa-Valsero,Salicylic Acid,Maturation Pond,,16090,,1860,Topical Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Salicylic acid ,Constructed Wetland,,15900,,1850,Topical Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Caffeine,Constructed Wetland,,19200,,2250,Stimulant,,,,,,,,
3,Sim,Naproxen,Chlorine,12,962,12,114,Anti-inflammatory,,,,,,,,
2,Margot,Bezafibrate,"Ozone, Sand Filter",1.5,953,1.5,113.05,Lipid Regulator,,,,,,,,
13,Kosma,Ibuprofen,"Anarobic/Anoxic tanks, Sand filter, Chlorine",19.3,12500,19.3,1500,Anti-inflammatory,,,,,,,,
24,Li,Triclocarban,"Aerated Lanoons (2), Sand Tank",4.2,1120,0.29,135,Antibacterial,,,,,,,,
38,Knopp,Gabapentin∗,Ozone,25,15700,25,1900,Anticonvulsant,,,,,,,,
1,Kim,Miconazole,Membrane Bioreactor,1.5,14.6,6,1.77,Antifungal,,,,,,,,
25,Carmona,THC,"Filtration, UV",1,4.1,0.5,0.5,Illicit Drug,,,,,,,,
18,Rosal,Galaxolide,Ozone,56,10022,56,1225,Fragrance,,,,,,,,
2,Margot,"N,N-diethyl-3-methylbenzamide","Powdered Activated Carbon, Ultrafiltration",50,805,50,98.6,Insecticide,,,,,,,,
39,Estrada-Arriaga,Metoprolol,ClO2,5.9,87.2,5.9,10.7,Beta-Blocker,,,,,,,,
23,Hijosa-Valsero,Salicylic Acid,Flaculative Pond,,25740,,3160,Topical Anti-inflammatory,,,,,,,,
10,He,17α-ethynylestradiol,MBR,0.8,4437,0.8,549,Hormone,,,,,,,,
30,Hijosa-Valsero,Salicylic acid ,Constructed Wetland,,15900,,1980,Topical Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Glyburide,UV,5.8,129,5.8,16.1,Antidiabetic,,,,,,,,
39,Estrada-Arriaga,Valsartan,UV,7.73,1900,7.73,238,Antihypertensive,,,,,,,,
3,Sim,Naproxen,UV,12,827,12,104,Anti-inflammatory,,,,,,,,
2,Margot,Ciprofloxacin,"Powdered Activated Carbon, Ultrafiltration",36.5,2291,36.5,288.23,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Lincomycin,UV,5.8,1450,5.8,183,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Trimethoprim,MF,5.6,118.5,1.1,15,Antibiotic,,,,,,,,
6,Behera,Estrone,UV,0.839,47,0.839,6,Hormone,,,,,,,,
9,Sahar,Erythromycin,UF,25,934,25,120,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Carbamazepine,ClO2,2.9,43.7,2.9,5.62,Anticonvulsant,,,,,,,,
2,Margot,Levetiracetam,"Ozone, Sand Filter",10,2100,10,270.6,Anticonvulsant,,,,,,,,
11,Dolar,Atenolol,MBR,6.89,1820,6.89,234.78,Beta-Blocker,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,940,Fragrance,,,,,,,,
16,Ávila,Diclofenac,Constructed Wetland,,770,,100,Anti-inflammatory,,,,,,,,
37,Matamoros,Salicylic acid,Constructed Wetland,,16300,,2119,Topical Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Triclocarban,UV - ClO2,4.8,197,4.8,25.8,Antibacterial,,,,,,,,
2,Margot,Bezafibrate,"Powdered Activated Carbon, Ultrafiltration",1.5,953,1.5,124.95,Lipid Regulator,,,,,,,,
23,Hijosa-Valsero,Salicylic Acid,Flaculative Pond,,16090,,2110,Topical Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Sulfadiazine,UV - ClO2,8.34,62.9,8.34,8.34,Antibiotic,,,,,,,,
1,Kim,Miconazole,Membrane Bioreactor,1.5,13.2,6,1.77,Antifungal,,,,,,,,
3,Sim,Lincomycin,SF,18,385,18,52,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Amphetamine,ClO2,6.24,46.1,6.24,6.24,Stimulant,,,,,,,,
3,Sim,Ketoprofen,SF,6,44,6,6,Anti-inflammatory,,,,,,,,
1,Kim,Methylprednisolone,Membrane Bioreactor,16,34.8,4,4.8,Steroid,,,,,,,,
2,Margot,Sotalol,"Powdered Activated Carbon, Ultrafiltration",0.5,337,0.5,46.93,Beta-Blocker,,,,,,,,
10,He,Estrone,MBR,0.3,129,0.3,18,Hormone,,,,,,,,
2,Margot,Metoprolol,"Ozone, Sand Filter",4.4,561,4.4,78.36,Beta-Blocker,,,,,,,,
9,Sahar,Roxithromycin,UF,25,1030,25,144,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Atenolol,MF,8.6,1237.5,1.2,174,Beta-Blocker,,,,,,,,
9,Sahar,Roxithromycin,MBR,25,1030,25,145,Antibiotic,,,,,,,,
5,Li,Ampicillin,Chlorine,,77.2,,10.9,Antibiotic,,,,,,,,
1,Kim,Norfloxacin,Membrane Bioreactor,15,564,60,79.7,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,1030,Fragrance,,,,,,,,
41,Yang,EE2,MF,25,140,20,20,Hormone,,,,,,,,
7,Oliveira,Caffeine,UV,,80690,,11650,Stimulant,,,,,,,,
39,Estrada-Arriaga,Benzoylecgonine,UV,0.66,111,0.66,16.2,Drug Metabolite,,,,,,,,
1,Kim,Amitriptyline,Membrane Bioreactor,1.2,150,0.3,21.9,Antidepressant,,,,,,,,
7,Oliveira,Ibuprofen,UV,,11540,,1690,Anti-inflammatory,,,,,,,,
2,Margot,Methylbenzotriazole,"Ozone, Sand Filter",48.5,5720,48.5,840.2,Corrosion inhibitor,,,,,,,,
39,Estrada-Arriaga,Ciprofloxacin,UV - ClO2,13.2,315,13.2,46.5,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Sulfamethoxazole,UV,10,487.5,2.1,72,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Naproxen,Maturation Pond,,3380,,500,Anti-inflammatory,,,,,,,,
22,Li,Fleroxacin,UF,0.15,147,0.15,21.8,Quinolone,,,,,,,,
7,Oliveira,Cotinine,UV,,940,,140,Opioid,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,1090,Fragrance,,,,,,,,
37,Matamoros,OH-Ibuprofen,Constructed Wetland,,3450,,517.5,Drug Metabolite,,,,,,,,
2,Margot,Galaxolidone,"Powdered Activated Carbon, Ultrafiltration",40,335,40,50.6,Fragrance metabolite,,,,,,,,
18,Rosal,Tonalide,Ozone,53,952,53,146,Musk,,,,,,,,
9,Sahar,Trimethoprim,MBR,5,32.5,5,5,Antibiotic,,,,,,,,
9,Sahar,Trimethoprim,UF,5,32.5,5,5,Antibiotic,,,,,,,,
2,Margot,Gemfibrozil,"Powdered Activated Carbon, Ultrafiltration",2.9,411,2.9,63.6,Lipid Regulator,,,,,,,,
3,Sim,Ketoprofen,Chlorine,6,226,6,35,Anti-inflammatory,,,,,,,,
22,Li,Enrofloxacin,Ozone,0.1,3.55,0.1,0.55,Antibiotic,,,,,,,,
3,Sim,Lincomycin,UV,18,213,18,33,Antibiotic,,,,,,,,
7,Oliveira,Gemfibrozil,UV,,5380,,840,Lipid Regulator,,,,,,,,
39,Estrada-Arriaga,Triamterene,UV,0.34,7.3,0.34,1.14,Diuretic,,,,,,,,
1,Kim,Amitriptyline,Membrane Bioreactor,1.2,132,0.3,20.7,Antidepressant,,,,,,,,
2,Margot,Isoproturon,"Powdered Activated Carbon, Ultrafiltration",16.9,62,16.9,9.75,Herbicide,,,,,,,,
9,Sahar,Erythromycin,MBR,25,934,25,147,Antibiotic,,,,,,,,
39,Estrada-Arriaga,DEET,UV,1.16,737,1.16,117,Insecticide,,,,,,,,
2,Margot,Venlafaxine,"Ozone, Sand Filter",10,235,10,37.5,Antidepressant,,,,,,,,
2,Margot,Ciprofloxacin,"Ozone, Sand Filter",36.5,2291,36.5,366.13,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,40,Musk,,,,,,,,
11,Dolar,Famotidine,MBR,23.01,128,23.01,20.48,Antihistamine,,,,,,,,
21,Le-Minh,Sulfamethoxazole,UV,,1740,,279,Antibiotic,,,,,,,,
41,Yang,Sulfamethoxazole,MF,10,2600,10,420,Antibiotic,,,,,,,,
5,Li,Ofloxacin,Chlorine,,303,,50.4,Antibiotic,,,,,,,,
1,Kim,Doxycycline,Membrane Bioreactor,6,42.6,24,7.09,Antibiotic,,,,,,,,
28,Chiu,DEET,UV,1.1,1200,1.1,200,Insecicide,,,,,,,,
7,Oliveira,Valsartan,UV,,3170,,530,Antihypertensive,,,,,,,,
27,Bertanza,4-nonylphenol,UF/MBR,,4700,,790,Hormone,,,,,,,,
8,Rodriguez-Mozaz,Famotidine,MF,12.6,24,1.5,4.05,Antihistamine,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,1240,Fragrance,,,,,,,,
30,Hijosa-Valsero,Carboxy-ibuprofen,Constructed Wetland,,7840,,1340,Drug Metabolite,,,,,,,,
5,Li,Norfloxacin,Chlorine,,119,,20.4,Antibiotic,,,,,,,,
39,Estrada-Arriaga,DEET,UV - ClO2,1.16,94.6,1.16,16.3,Insecticide,,,,,,,,
1,Kim,Paroxetine,Membrane Bioreactor,16,36.5,4,6.29,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Lincomycin,UV - ClO2,5.8,33.5,5.8,5.8,Antibiotic,,,,,,,,
2,Margot,Atrazine,"Powdered Activated Carbon, Ultrafiltration",0.2,21,0.2,3.64,Herbicide,,,,,,,,
5,Li,Ofloxacin,Chlorine,,188,,32.6,Antibiotic,,,,,,,,
21,Le-Minh,Sulfapyridine,MBR,,4260,,739,Antibiotic,,,,,,,,
5,Li,Chlortetracycline,Chlorine,,178,,30.9,Antibiotic,,,,,,,,
3,Sim,Carbamazepine,SF/AC,4,207,4,36,Anticonvulsant,,,,,,,,
22,Li,Ciprofloxacin,UF,0.1,82.1,0.1,14.3,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Caffeine,Maturation Pond,,12620,,2200,Stimulant,,,,,,,,
2,Margot,Metronidazole,"Ozone, Sand Filter",21,1168,21,204.12,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Naproxen,Constructed Wetland,,7810,,1370,Anti-inflammatory,,,,,,,,
2,Margot,Irbesartan,"Ozone, Sand Filter",20,4700,20,833,Antihypertensive,,,,,,,,
1,Kim,Paroxetine,Membrane Bioreactor,16,39.6,4,7.06,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Triclocarban,UV,4.8,398,4.8,71.2,Antibacterial,,,,,,,,
7,Oliveira,Triclocarban,UV,,390,,70,Antibacterial,,,,,,,,
11,Dolar,Famotidine,RO,23.01,128,23.01,23.01,Antihistamine,,,,,,,,
2,Margot,Ritonavir,"Ozone, Sand Filter",20,110,20,19.8,Antiviral,,,,,,,,
11,Dolar,Codeine,MBR,6.35,152,6.35,27.36,Opioid,,,,,,,,
2,Margot,Sulfamethoxazole,"Powdered Activated Carbon, Ultrafiltration",0.2,340,0.2,61.56,Antibiotic,,,,,,,,
7,Oliveira,Valsartan,UV,,14750,,2680,Antihypertensive,,,,,,,,
2,Margot,Diuron,"Powdered Activated Carbon, Ultrafiltration",13.7,69,13.7,12.6,Herbicide,,,,,,,,
13,Kosma,Fenofibrate,Chlorine,109.7,600,109.7,109.7,Fibric Acid,,,,,,,,
3,Sim,Acetaminophen,SF/AC,10,41900,10,7670,Anti-inflammatory,,,,,,,,
6,Behera,Diclofenac,UV,0.242,131,0.242,24,Anti-inflammatory,,,,,,,,
7,Oliveira,Morphine,UV,,760,,140,Anti-inflammatory,,,,,,,,
1,Kim,Azithromycin,Membrane Bioreactor,1.5,406,6,75.4,Antibiotic,,,,,,,,
24,Li,Sulfamethoxazole,"Aerated Lanoons (2), Sand Tank",6.7,928,1.9,173,Antibiotic,,,,,,,,
2,Margot,"N,N-diethyl-3-methylbenzamide","Ozone, Sand Filter",50,805,50,150.8,Insecticide,,,,,,,,
2,Margot,Irgarol,"Powdered Activated Carbon, Ultrafiltration",1,16,1,3,Algicide,,,,,,,,
7,Oliveira,Methylparaben,UV,,480,,90,Antifungal,,,,,,,,
39,Estrada-Arriaga,Atorvastatin,UV,3.51,18.7,3.51,3.51,Statins,,,,,,,,
37,Matamoros,CA-Ibuprofen,Constructed Wetland,,2450,,465.5,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Oxytetracycline,UV,10.6,127,10.6,24.3,Antibiotic,,,,,,,,
27,Bertanza,4-nonylphenol diethoxylate,UF/MBR,,5010,,960,Hormone,,,,,,,,
30,Hijosa-Valsero,Caffeine,Constructed Wetland,,19200,,3680,Stimulant,,,,,,,,
24,Li,Ibuprofen,"Aerated Lanoons (2), Sand Tank",4.9,26200,0.94,5030,Anti-inflammatory,,,,,,,,
3,Sim,Lincomycin,UV,18,385,18,74,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,4590,,890,Anti-inflammatory,,,,,,,,
5,Li,Tetracycline,Chlorine,,95.3,,18.5,Antibiotic,,,,,,,,
1,Kim,Cimetidine,Membrane Bioreactor,2.4,75.9,0.6,14.8,Antihistamine,,,,,,,,
11,Dolar,Metoprolol,RO,9.58,49,9.58,9.58,Beta-Blocker,,,,,,,,
11,Dolar,Azithromycin,RO,23.12,118,23.12,23.12,Antibiotic,,,,,,,,
9,Sahar,Sulfamethazine,MBR,5,25.4,5,5,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Diazinon,UV,1.1,543,0.9,107,Insecticide,,,,,,,,
3,Sim,Erythromycin-H20,Biological Filtration System,22,552,22,109,Drug metabolite,,,,,,,,
1,Kim,Doxycycline,Membrane Bioreactor,6,33.2,24,6.57,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,760,Fragrance,,,,,,,,
30,Hijosa-Valsero,Carboxy-ibuprofen,Constructed Wetland,,7840,,1560,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Amitriptyline,ClO2,0.26,1.3,0.26,0.26,Antidepressant,,,,,,,,
16,Ávila,Triclosan,Constructed Wetland,,150,,30,Antifungal,,,,,,,,
7,Oliveira,Diazepam,UV,,100,,20,Sedative,,,,,,,,
2,Margot,Benzothiazole,"Ozone, Sand Filter",400,6500,400,1302,Industrial additive,,,,,,,,
2,Margot,Isoproturon,"Ozone, Sand Filter",16.9,62,16.9,12.48,Herbicide,,,,,,,,
5,Li,Sulfamethoxazole,Chlorine,,230,,46.5,Antibiotic,,,,,,,,
7,Oliveira,Buproprion,UV,,1530,,310,Antidepressant,,,,,,,,
1,Kim,Cimetidine,Membrane Bioreactor,2.4,100,0.6,20.3,Antihistamine,,,,,,,,
16,Ávila,Tonalide,Constructed Wetland,,540,,110,Musk,,,,,,,,
6,Behera,Triclosan,UV,1.399,547,1.399,112,Antifungal,,,,,,,,
39,Estrada-Arriaga,Cocaine,UV,0.29,9.88,0.29,2.03,Opioid,,,,,,,,
7,Oliveira,Metformin,UV,,77750,,15980,Antidiabetic,,,,,,,,
15,Zorita,Estrone,Sand Filter,3,14.5,3,3,Hormone,,,,,,,,
8,Rodriguez-Mozaz,Metoprolol,UV,8.9,319,1.4,66,Beta-Blocker,,,,,,,,
13,Kosma,Salicylic acid,Chlorine,184.1,45300,184.1,9400,Topical Anti-inflammatory,,,,,,,,
21,Le-Minh,17-α ostradiol (a-E2),MBR,,48,,10,Hormone,,,,,,,,
8,Rodriguez-Mozaz,Famotidine,UV,12.6,24,1.5,5,Antihistamine,,,,,,,,
23,Hijosa-Valsero,Ibuprofen,Flaculative Pond,,3980,,830,Anti-inflammatory,,,,,,,,
7,Oliveira,Naproxen,UV,,6950,,1450,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,1520,Fragrance,,,,,,,,
41,Yang,Ciprofloxacin,MF,200,620,50,130,Antibiotic,,,,,,,,
3,Sim,Erythromycin-H20,Chlorine,22,658,22,138,Drug metabolite,,,,,,,,
3,Sim,Naproxen,Biological Filtration System,12,1210,12,254,Anti-inflammatory,,,,,,,,
11,Dolar,Salbutamol,MBR,1.79,28,1.79,5.88,Bronchodilator,,,,,,,,
1,Kim,Warfarin,Membrane Bioreactor,6,8.39,1.5,1.77,Anticoagulant,,,,,,,,
30,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,7270,,1540,Fragrance,,,,,,,,
1,Kim,Cimetidine,Membrane Bioreactor,2.4,32.3,0.6,6.88,Antihistamine,,,,,,,,
23,Hijosa-Valsero,Diclofenac,Constructed Wetland,,1690,,360,Anti-inflammatory,,,,,,,,
23,Hijosa-Valsero,Naproxen,Flaculative Pond,,3380,,720,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,160,Anti-inflammatory,,,,,,,,
1,Kim,Paroxetine,Membrane Bioreactor,16,37.1,4,7.92,Antidepressant,,,,,,,,
23,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,4590,,980,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Valsartan,UV - ClO2,7.73,36.1,7.73,7.73,Antihypertensive,,,,,,,,
16,Ávila,Ibuprofen,Constructed Wetland,,18660,,4001,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Tetracycline,UV,13.8,112,13.8,24.1,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Azithromycin,UV,13.5,381,13.5,82.2,Antibiotic,,,,,,,,
21,Le-Minh,N4-Acetyl Sulfamethazine,MBR,,37,,8,Drug Metabolite,,,,,,,,
21,Le-Minh,N4-Acetyl Sulfamethazine,UV,,37,,8,Drug Metabolite,,,,,,,,
1,Kim,Azithromycin,Membrane Bioreactor,1.5,611,6,133,Antibiotic,,,,,,,,
18,Rosal,Oxybenzone,Ozone,79,393,79,86,UV filter/sunscreen,,,,,,,,
23,Hijosa-Valsero,Diclofenac,Constructed Wetland,,2730,,600,Anti-inflammatory,,,,,,,,
21,Le-Minh,Androstenedione (An),MBR,,68,,15,Hormone,,,,,,,,
2,Margot,Ketoprofen,"Ozone, Sand Filter",6,1119,6,247.53,Anti-inflammatory,,,,,,,,
1,Kim,Atenolol,Membrane Bioreactor,2.4,3380,0.6,754,Beta-Blocker,,,,,,,,
7,Oliveira,Pregabalin,UV,,1160,,260,Gabapentinoid,,,,,,,,
1,Kim,Diltiazem,Membrane Bioreactor,1.2,1350,0.3,307,Antihypertensive,,,,,,,,
5,Li,Sulfamethoxazole,Chlorine,,291,,66.2,Antibiotic,,,,,,,,
1,Kim,Doxycycline,Membrane Bioreactor,6,32.6,24,7.44,Antibiotic,,,,,,,,
4,Urtiaga,Ibuprofen,Ultrafiltration,,2514,,574,Anti-inflammatory,,,,,,,,
1,Kim,Atenolol,Membrane Bioreactor,2.4,2850,0.6,653,Beta-Blocker,,,,,,,,
23,Hijosa-Valsero,Methyl dihydrojasmonate,Constructed Wetland,,11970,,2750,Fragrance,,,,,,,,
7,Oliveira,Triclosan,UV,,2870,,660,Antifungal,,,,,,,,
2,Margot,Propiconazole,"Powdered Activated Carbon, Ultrafiltration",6.9,59,6.9,13.6,Fungicide,,,,,,,,
39,Estrada-Arriaga,Amphetamine,UV,6.24,27,6.24,6.24,Stimulant,,,,,,,,
21,Le-Minh,Androstenedione (An),MBR,,64,,15,Hormone,,,,,,,,
5,Li,Trimethoprim,Chlorine,,161,,38,Antibiotic,,,,,,,,
7,Oliveira,Triclocarban,UV,,210,,50,Antibacterial,,,,,,,,
1,Kim,Atenolol,Membrane Bioreactor,2.4,3070,0.6,735,Beta-Blocker,,,,,,,,
18,Rosal,Gemfibrozil,Ozone,0.1,3525,0.1,845,Lipid Regulator,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,60,Musk,,,,,,,,
1,Kim,Warfarin,Membrane Bioreactor,6,7.33,1.5,1.77,Anticoagulant,,,,,,,,
3,Sim,Clofibric Acid,Biological Filtration System,3,33,3,8,Herbicide,,,,,,,,
8,Rodriguez-Mozaz,Metoprolol,MF,8.9,319,1.4,78,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Glyburide,UV - ClO2,5.8,23.6,5.8,5.8,Antidiabetic,,,,,,,,
39,Estrada-Arriaga,Diazepam,UV - ClO2,0.29,2.61,0.29,0.642,Sedative,,,,,,,,
8,Rodriguez-Mozaz,Ranitidine,MF,6.2,384,0.9,94.5,Antihistamine,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,30,Drug Metabolite,,,,,,,,
21,Le-Minh,Testosterone (Te),MBR,,20,,5,Hormone,,,,,,,,
7,Oliveira,Nadolol,UV,,80,,20,Beta-Blocker,,,,,,,,
13,Kosma,Caffeine,Chlorine,14.5,25800,14.5,6500,Stimulant,,,,,,,,
23,Hijosa-Valsero,Methyl dihydrojasmonate,Flaculative Pond,,11970,,3020,Fragrance,,,,,,,,
2,Margot,Mecoprop,"Ozone, Sand Filter",9.6,386,9.6,98,Herbicide,,,,,,,,
39,Estrada-Arriaga,Glyburide,ClO2,5.8,22.8,5.8,5.8,Antidiabetic,,,,,,,,
18,Rosal,Triclosan,Ozone,145,860,145,219,Antifungal,,,,,,,,
22,Li,Sulfadiazine,UF,0.05,2009,0.05,513,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Mecoprop,UV,11.2,66,3.4,17,Herbicide,,,,,,,,
27,Bertanza,Bisphenol A,UF/MBR,,1940,,500,Plastic Component,,,,,,,,
23,Hijosa-Valsero,Naproxen,Constructed Wetland,,270,,70,Anti-inflammatory,,,,,,,,
11,Dolar,Lorazepam,RO,19.3,74,19.3,19.3,Sedative,,,,,,,,
5,Li,Ofloxacin,Chlorine,,327,,85.9,Antibiotic,,,,,,,,
21,Le-Minh,Androstenedione (An),MBR,,57,,15,Hormone,,,,,,,,
3,Sim,Naproxen,UV,12,524,12,138,Anti-inflammatory,,,,,,,,
22,Li,Tylosin,UF,0.05,6.42,0.05,1.7,Antibiotic,,,,,,,,
